painter;painterLabel;nationalityLabel;birthDate;deathDate;artMovementLabel;Period
http://www.wikidata.org/entity/Q104603305;Guillaume Anguier;royaume de France;1628-01-01 ;1708-06-18 ;;1600-1700
http://www.wikidata.org/entity/Q16590471;Pietro Negri;république de Venise;1628-01-01 ;1679-05-31 ;;1600-1700
http://www.wikidata.org/entity/Q85859284;Andrzej Kowalski;république des Deux Nations;1628-01-01 ;1702-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q17224239;Naokage Katayama;shogunat Tokugawa;1628-01-01 ;1717-10-13 ;;1600-1700
http://www.wikidata.org/entity/Q18674361;Randle Holme;royaume d'Angleterre;1628-01-03 ;1700-03-12 ;;1600-1700
http://www.wikidata.org/entity/Q1892381;Jan Theunisz. Blanckerhoff;Provinces-Unies;1628-01-10 ;1669-10-02 ;;1600-1700
http://www.wikidata.org/entity/Q1351444;Jan Hackaert;Provinces-Unies;1628-02-01 ;1685-01-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q2166524;Rosalia Novelli;royaume de Naples;1628-02-02 ;1688-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q1749032;Guillaume Courtois;comté de Bourgogne;1628-02-12 ;1679-06-15 ;;1600-1700
http://www.wikidata.org/entity/Q3915728;Abraham Furnerius;Provinces-Unies;1628-03-01 ;1654-05-01 ;;1600-1700
http://www.wikidata.org/entity/Q7250874;Prosper Henry Lankrink;Pays-Bas;1628-03-15 ;1692-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6077442;Isaac van Duynen;Provinces-Unies;1628-04-01 ;1679-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q2738027;Michiel Nouts;Provinces-Unies;1628-04-13 ;1693-07-13 ;;1600-1700
http://www.wikidata.org/entity/Q902649;David Klöcker Ehrenstrahl;Allemagne;1628-04-27 ;1698-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q902649;David Klöcker Ehrenstrahl;Suède;1628-04-27 ;1698-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q2886010;Barthélémi Hopfer;Allemagne;1628-05-01 ;1699-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q12053160;Jan de Bisschop;Provinces-Unies;1628-05-01 ;1671-01-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q12053160;Jan de Bisschop;Provinces-Unies;1628-05-01 ;1671-11-06 ;baroque;1600-1700
http://www.wikidata.org/entity/Q239980;Carlo Cignani;États pontificaux;1628-05-15 ;1719-09-08 ;baroque;1600-1700
http://www.wikidata.org/entity/Q239980;Carlo Cignani;États pontificaux;1628-05-15 ;1719-12-08 ;baroque;1600-1700
http://www.wikidata.org/entity/Q18377908;Jan Baptist Martin Wans;Pays-Bas méridionaux;1628-05-28 ;1684-02-13 ;;1600-1700
http://www.wikidata.org/entity/Q18377908;Jan Baptist Martin Wans;Pays-Bas méridionaux;1628-05-28 ;1687-06-14 ;;1600-1700
http://www.wikidata.org/entity/Q3428862;Reyer van Blommendael;Provinces-Unies;1628-06-27 ;1675-11-23 ;;1600-1700
http://www.wikidata.org/entity/Q3806920;Jan Peeter Brueghel;Pays-Bas méridionaux;1628-08-29 ;1664-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q3016049;Andries Beeckman;Provinces-Unies;1628-08-31 ;1664-08-09 ;;1600-1700
http://www.wikidata.org/entity/Q4860438;Barend Graat;Pays-Bas;1628-09-21 ;1709-11-04 ;;1600-1700
http://www.wikidata.org/entity/Q902649;David Klöcker Ehrenstrahl;Allemagne;1628-09-23 ;1698-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q902649;David Klöcker Ehrenstrahl;Suède;1628-09-23 ;1698-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q2036434;Oswald Onghers;Pays-Bas méridionaux;1628-10-05 ;1706-12-24 ;;1600-1700
http://www.wikidata.org/entity/Q759626;Vincent van der Vinne;Provinces-Unies;1628-10-11 ;1702-07-26 ;baroque;1600-1700
http://www.wikidata.org/entity/Q3159680;Jan Vermeer van Haarlem l'ancien;Provinces-Unies;1628-10-22 ;1691-08-25 ;;1600-1700
http://www.wikidata.org/entity/Q4692905;Adriaen Lievensz. van der Poel;Provinces-Unies;1628-10-29 ;1671-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q99237605;Norbertus van den Eynden (I);Pays-Bas des Habsbourg;1628-12-01 ;1704-10-07 ;;1600-1700
http://www.wikidata.org/entity/Q975135;Noël Coypel;France;1628-12-25 ;1707-12-24 ;;1600-1700
http://www.wikidata.org/entity/Q10278363;Eusebio Matos;Brésil;1629-01-01 ;1692-07-07 ;;1600-1700
http://www.wikidata.org/entity/Q6005883;Mateo Gilarte;Couronne d'Aragon;1629-01-01 ;1675-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q5788610;Cornelis Schut III;Espagne;1629-01-01 ;1685-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q14944433;Antonio Vela Cobo;Espagne;1629-01-01 ;1676-01-01 ;peinture baroque;1600-1700
http://www.wikidata.org/entity/Q51881440;Jerónimo Benete;Espagne;1629-01-01 ;1707-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q3158179;Jacques Bailly;France;1629-01-01 ;1679-09-02 ;;1600-1700
http://www.wikidata.org/entity/Q28016969;André Lèbre;France;1629-01-01 ;1700-12-13 ;;1600-1700
http://www.wikidata.org/entity/Q323792;Johan le Ducq;Pays-Bas;1629-01-01 ;1676-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q7192768;Pieter Crijnse Volmarijn;Pays-Bas;1629-01-01 ;1679-04-15 ;;1600-1700
http://www.wikidata.org/entity/Q16863623;Jacob Salomonsz. van Ruysdael;Pays-Bas;1629-01-01 ;1681-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q16863623;Jacob Salomonsz. van Ruysdael;Pays-Bas;1629-01-01 ;1681-11-13 ;;1600-1700
http://www.wikidata.org/entity/Q3603780;Abraham Teniers;Pays-Bas des Habsbourg;1629-01-01 ;1670-09-26 ;;1600-1700
http://www.wikidata.org/entity/Q5788610;Cornelis Schut III;Pays-Bas des Habsbourg;1629-01-01 ;1685-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q41259623;Vincent Malo (II);Pays-Bas des Habsbourg;1629-01-01 ;1668-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q355213;Gabriel Metsu;Provinces-Unies;1629-01-01 ;1667-10-24 ;baroque;1600-1700
http://www.wikidata.org/entity/Q5713675;Hendrick Berckman;Provinces-Unies;1629-01-01 ;1679-03-27 ;baroque;1600-1700
http://www.wikidata.org/entity/Q6150228;Jan Wouwerman;Provinces-Unies;1629-01-01 ;1666-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6150361;Jan van Hoogstraten;Provinces-Unies;1629-01-01 ;1654-05-19 ;;1600-1700
http://www.wikidata.org/entity/Q18516447;Adam Camerarius;Provinces-Unies;1629-01-01 ;1666-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q107710566;Jacob de Hennin;Provinces-Unies;1629-01-01 ;1688-07-25 ;;1600-1700
http://www.wikidata.org/entity/Q116054057;Hendrik Nijhoff;Provinces-Unies;1629-01-01 ;1673-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q116054057;Hendrik Nijhoff;Provinces-Unies;1629-01-01 ;1701-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q28599965;Johannes Storck;Royaume des Pays-Bas;1629-01-01 ;1673-08-05 ;;1600-1700
http://www.wikidata.org/entity/Q107710566;Jacob de Hennin;Royaume des Pays-Bas;1629-01-01 ;1688-07-25 ;;1600-1700
http://www.wikidata.org/entity/Q116054057;Hendrik Nijhoff;Saint-Empire romain germanique;1629-01-01 ;1673-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q116054057;Hendrik Nijhoff;Saint-Empire romain germanique;1629-01-01 ;1701-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q109886846;Rudolph Werenfels;Suisse;1629-01-01 ;1673-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q11094003;Zhu Yizun;dynastie Ming;1629-01-01 ;1709-01-01 ;Q10385122;1600-1700
http://www.wikidata.org/entity/Q11094003;Zhu Yizun;dynastie Qing;1629-01-01 ;1709-01-01 ;Q10385122;1600-1700
http://www.wikidata.org/entity/Q18530691;Ralph Cole;royaume d'Angleterre;1629-01-01 ;1704-08-20 ;;1600-1700
http://www.wikidata.org/entity/Q3767922;Giovanni Peruzzini;république de Venise;1629-01-01 ;1694-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q43236915;Jean Nicot;France;1629-02-08 ;1697-06-05 ;;1600-1700
http://www.wikidata.org/entity/Q2510767;Jan Coxie;Pays-Bas méridionaux;1629-02-26 ;1665-01-01 ;peinture baroque flamande;1600-1700
http://www.wikidata.org/entity/Q2510767;Jan Coxie;Pays-Bas méridionaux;1629-02-26 ;1670-01-01 ;peinture baroque flamande;1600-1700
http://www.wikidata.org/entity/Q2886080;Bartolomeo Biscaino;république de Gênes;1629-04-14 ;1657-01-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q2825258;Adrien Sacquespée;France;1629-07-17 ;1692-12-21 ;;1600-1700
http://www.wikidata.org/entity/Q1190638;Pieter van Bredael;Pays-Bas des Habsbourg;1629-07-29 ;1719-03-09 ;;1600-1700
http://www.wikidata.org/entity/Q112583934;Louis de La Hire;France;1629-08-25 ;1653-01-09 ;;1600-1700
http://www.wikidata.org/entity/Q902649;David Klöcker Ehrenstrahl;Allemagne;1629-09-23 ;1698-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q902649;David Klöcker Ehrenstrahl;Suède;1629-09-23 ;1698-10-27 ;;1600-1700
http://www.wikidata.org/entity/Q757841;Agnes Block;Provinces-Unies;1629-10-29 ;1704-04-20 ;;1600-1700
http://www.wikidata.org/entity/Q18575764;Lodewijk van Ludick;Provinces-Unies;1629-11-11 ;1724-12-22 ;;1600-1700
http://www.wikidata.org/entity/Q2849502;Angelo Solimena;royaume de Naples;1629-11-17 ;1716-02-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q3055982;Erasmus de Bie;Pays-Bas des Habsbourg;1629-12-20 ;1675-06-19 ;;1600-1700
http://www.wikidata.org/entity/Q314889;Pieter de Hooch;Provinces-Unies;1629-12-20 ;1683-01-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q314889;Pieter de Hooch;Provinces-Unies;1629-12-20 ;1684-03-24 ;baroque;1600-1700
http://www.wikidata.org/entity/Q314889;Pieter de Hooch;Provinces-Unies;1629-12-20 ;1683-01-01 ;âge d'or de la peinture néerlandaise;1600-1700
http://www.wikidata.org/entity/Q314889;Pieter de Hooch;Provinces-Unies;1629-12-20 ;1684-03-24 ;âge d'or de la peinture néerlandaise;1600-1700
http://www.wikidata.org/entity/Q870457;Christopher Paudiß;Allemagne;1630-01-01 ;1666-09-08 ;baroque;1600-1700
http://www.wikidata.org/entity/Q1504741;Georg Hainz;Allemagne;1630-01-01 ;1688-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q1504741;Georg Hainz;Allemagne;1630-01-01 ;1700-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6791602;Matthias Scheutz;Allemagne;1630-01-01 ;1700-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q18507966;Carl Borromäus Andreas Ruthart;Allemagne;1630-01-01 ;1672-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q18507966;Carl Borromäus Andreas Ruthart;Allemagne;1630-01-01 ;1703-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q967109;Pablo Pontóns;Couronne d'Aragon;1630-01-01 ;1691-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q16575269;Hipólito de Torres;Couronne d'Aragon;1630-01-01 ;1677-01-01 ;peinture baroque;1600-1700
http://www.wikidata.org/entity/Q11989291;Michael van Haven;Danemark;1630-01-01 ;1679-01-24 ;;1600-1700
http://www.wikidata.org/entity/Q269338;Josefa de Óbidos;Espagne;1630-01-01 ;1684-07-22 ;;1600-1700
http://www.wikidata.org/entity/Q5552441;Jerónimo de Bobadilla;Espagne;1630-01-01 ;1709-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6068068;Pedro Aibar Jiménez;Espagne;1630-01-01 ;1707-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6787421;Matías de Arteaga y Alfaro;Espagne;1630-01-01 ;1703-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6787421;Matías de Arteaga y Alfaro;Espagne;1630-01-01 ;1703-01-12 ;;1600-1700
http://www.wikidata.org/entity/Q9014927;José de Ledesma;Espagne;1630-01-01 ;1670-01-01 ;peinture baroque;1600-1700
http://www.wikidata.org/entity/Q1365366;Jean-Baptiste Mathey;France;1630-01-01 ;1695-12-16 ;;1600-1700
http://www.wikidata.org/entity/Q3304596;Meiffren Conte;France;1630-01-01 ;1705-03-12 ;;1600-1700
http://www.wikidata.org/entity/Q18523955;Pierre Bourguignon;France;1630-01-01 ;1698-03-26 ;;1600-1700
http://www.wikidata.org/entity/Q18327371;Adrien Dassier;France;1630-01-01 ;1688-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q19599114;Martin Lambert;France;1630-01-01 ;1699-02-28 ;;1600-1700
http://www.wikidata.org/entity/Q50278363;Jean-Baptiste de Faudran;France;1630-01-01 ;1669-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q50278363;Jean-Baptiste de Faudran;France;1630-01-01 ;1694-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q2094342;Pietro Aquila;Italie;1630-01-01 ;1692-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q22085482;Juan González;Mexique;1630-01-01 ;1680-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q41332477;Johannes Croon;Norvège;1630-01-01 ;1664-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q3996918;Toussaint Gelton;Pays-Bas;1630-01-01 ;1680-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q4860448;Barent Gael;Pays-Bas;1630-01-01 ;1698-10-17 ;;1600-1700
http://www.wikidata.org/entity/Q4893366;Bernard, I Lens;Pays-Bas;1630-01-01 ;1707-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q4893366;Bernard, I Lens;Pays-Bas;1630-01-01 ;1725-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q4802575;Ary de Vois;Pays-Bas;1630-01-01 ;1680-07-01 ;;1600-1700
http://www.wikidata.org/entity/Q5713683;Hendrick Bogaert;Pays-Bas;1630-01-01 ;1675-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6150382;Jan van Pee;Pays-Bas;1630-01-01 ;1710-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6076246;Isaac Ducart;Pays-Bas;1630-01-01 ;1694-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6119551;Jacob de Wolf;Pays-Bas;1630-01-01 ;1685-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q7192847;Pieter des Ruelles;Pays-Bas;1630-01-01 ;1658-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q12060581;Otto Hoynck;Pays-Bas;1630-01-01 ;1706-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q18603450;Jacob de Gruyter;Pays-Bas;1630-01-01 ;1681-05-04 ;;1600-1700
http://www.wikidata.org/entity/Q1776687;Livio Mehus;Pays-Bas des Habsbourg;1630-01-01 ;1691-08-07 ;;1600-1700
http://www.wikidata.org/entity/Q3961117;Simon Johannes van Douw;Pays-Bas des Habsbourg;1630-01-01 ;1677-01-01 ;peinture baroque flamande;1600-1700
http://www.wikidata.org/entity/Q955671;Cornelis Norbertus Gysbrechts;Pays-Bas espagnols;1630-01-01 ;1675-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q225576;Johanna Vergouwen;Pays-Bas méridionaux;1630-01-01 ;1714-03-11 ;;1600-1700
http://www.wikidata.org/entity/Q2309375;Hendrik van Minderhout;Pays-Bas méridionaux;1630-01-01 ;1696-07-22 ;;1600-1700
http://www.wikidata.org/entity/Q18511551;Johann de Cordua;Pays-Bas méridionaux;1630-01-01 ;1702-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q18516445;Alexander Casteels;Pays-Bas méridionaux;1630-01-01 ;1681-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q18516445;Alexander Casteels;Pays-Bas méridionaux;1630-01-01 ;1682-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q21978950;Thomas de Paep;Pays-Bas méridionaux;1630-01-01 ;1670-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q684987;Cornelis Droochsloot;Provinces-Unies;1630-01-01 ;1674-01-01 ;âge d'or de la peinture néerlandaise;1600-1700
http://www.wikidata.org/entity/Q576120;Job Berckheyde;Provinces-Unies;1630-01-01 ;1693-11-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q691352;Rochus van Veen;Provinces-Unies;1630-01-01 ;1693-01-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q1367776;Jacobus Vrel;Provinces-Unies;1630-01-01 ;1662-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q1367776;Jacobus Vrel;Provinces-Unies;1630-01-01 ;1680-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q1708311;Joseph Bray;Provinces-Unies;1630-01-01 ;1664-05-16 ;;1600-1700
http://www.wikidata.org/entity/Q1981590;Gillis Rombouts;Provinces-Unies;1630-01-01 ;1678-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q1910881;Jan Meerhout;Provinces-Unies;1630-01-01 ;1677-03-27 ;;1600-1700
http://www.wikidata.org/entity/Q2100080;Pieter Gerritsz. van Roestraeten;Provinces-Unies;1630-01-01 ;1700-01-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q2057258;Adriaen van der Spelt;Provinces-Unies;1630-01-01 ;1673-11-01 ;;1600-1700
http://www.wikidata.org/entity/Q5484233;Franciscus Carree;Provinces-Unies;1630-01-01 ;1669-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q28071017;Hans de Jode;Provinces-Unies;1630-01-01 ;1663-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q114652310;Johannes Tideman;Provinces-Unies;1630-01-01 ;1710-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q5552602;Gerrit de Hooch;Royaume des Pays-Bas;1630-01-01 ;1679-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q18516579;Jacob van der Croos;Royaume des Pays-Bas;1630-01-01 ;1691-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q25768335;William Verschoor;Royaume des Pays-Bas;1630-01-01 ;1678-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q25768335;William Verschoor;Royaume des Pays-Bas;1630-01-01 ;1678-11-01 ;;1600-1700
http://www.wikidata.org/entity/Q28049590;Dous skole;Royaume des Pays-Bas;1630-01-01 ;1650-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q41261210;Willem Hendriksz Verboom;Royaume des Pays-Bas;1630-01-01 ;1718-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q41261210;Willem Hendriksz Verboom;Royaume des Pays-Bas;1630-01-01 ;1718-01-17 ;;1600-1700
http://www.wikidata.org/entity/Q5996692;Marcos Rivera;Vice-royauté du Pérou;1630-01-01 ;1704-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q469439;Shitao;dynastie Ming;1630-01-01 ;1707-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q469439;Shitao;dynastie Qing;1630-01-01 ;1707-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q15436836;Henry Anderton;royaume d'Angleterre;1630-01-01 ;1667-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q30019507;Martial Desbois;royaume de France;1630-01-01 ;1700-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q21463449;John Taylor;royaume de Grande-Bretagne;1630-01-01 ;1714-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q269338;Josefa de Óbidos;royaume de Portugal;1630-01-01 ;1684-07-22 ;;1600-1700
http://www.wikidata.org/entity/Q3051108;Elisabetta Marchioni;république de Venise;1630-01-01 ;1710-01-01 ;École vénitienne;1600-1700
http://www.wikidata.org/entity/Q4406006;Bogdan Saltanov;tsarat de Moscou;1630-01-01 ;1703-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q2520084;Cornelis Bisschop;Provinces-Unies;1630-02-12 ;1674-01-21 ;baroque;1600-1700
http://www.wikidata.org/entity/Q15149310;Johann van der Meer;Provinces-Unies;1630-02-16 ;http://www.wikidata.org/.well-known/genid/9118fa6ca120f3c1700e698a02bc0bc1;baroque;1600-1700
http://www.wikidata.org/entity/Q557380;Salomon Adler;Brandebourg-Prusse;1630-03-03 ;1709-01-11 ;;1600-1700
http://www.wikidata.org/entity/Q1405084;Ferdinand, II, van Apshoven;Pays-Bas des Habsbourg;1630-03-11 ;1694-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q935915;Lambert van Haven;Danemark;1630-04-26 ;1695-05-19 ;;1600-1700
http://www.wikidata.org/entity/Q935915;Lambert van Haven;Norvège;1630-04-26 ;1695-05-19 ;;1600-1700
http://www.wikidata.org/entity/Q5713938;Hendrik Schoock;Provinces-Unies;1630-05-04 ;1707-07-24 ;;1600-1700
http://www.wikidata.org/entity/Q8003603;Wilhelm Van Ehrenberg;Pays-Bas des Habsbourg;1630-05-12 ;1676-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q8003603;Wilhelm Van Ehrenberg;Pays-Bas des Habsbourg;1630-05-12 ;1687-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q6120842;Jacques Rousseau;France;1630-06-04 ;1693-12-16 ;;1600-1700
http://www.wikidata.org/entity/Q316597;Willem van Bemmel;Allemagne;1630-06-10 ;1708-12-20 ;;1600-1700
http://www.wikidata.org/entity/Q316597;Willem van Bemmel;Provinces-Unies;1630-06-10 ;1708-12-20 ;;1600-1700
http://www.wikidata.org/entity/Q292250;Maria van Oosterwijk;Provinces-Unies;1630-08-20 ;1693-11-12 ;baroque;1600-1700
http://www.wikidata.org/entity/Q70502204;Pieter Cosijn;Pays-Bas;1630-09-01 ;1667-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q564143;Michael Willmann;Allemagne;1630-09-27 ;1706-08-26 ;;1600-1700
http://www.wikidata.org/entity/Q2941938;Catherine Duchemin;royaume de France;1630-11-12 ;1698-09-21 ;;1600-1700
http://www.wikidata.org/entity/Q421775;Cornelis Bega;Provinces-Unies;1630-11-15 ;1664-08-27 ;baroque;1600-1700
http://www.wikidata.org/entity/Q3093634;Gabriel Blanchard;France;1630-12-26 ;1704-04-30 ;;1600-1700
http://www.wikidata.org/entity/Q60368132;Jean Guynier;France;1630-12-27 ;1707-02-21 ;;1600-1700
http://www.wikidata.org/entity/Q468214;Ludolf Bakhuizen;Provinces-Unies;1630-12-28 ;1708-11-07 ;;1600-1700
http://www.wikidata.org/entity/Q1753611;Willem Doudijns;Provinces-Unies;1630-12-31 ;1697-12-01 ;baroque;1600-1700
http://www.wikidata.org/entity/Q445590;Benjamin von Block;Allemagne;1631-01-01 ;1689-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q445590;Benjamin von Block;Allemagne;1631-01-01 ;1690-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q105529911;Abraham de La Rue;Allemagne;1631-01-01 ;1647-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q105529911;Abraham de La Rue;Allemagne;1631-01-01 ;1647-05-30 ;;1600-1700
http://www.wikidata.org/entity/Q105341758;Johann Georg Günzler;Allemagne;1631-01-01 ;1704-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q2881237;Joaquín Juncosa;Couronne d'Aragon;1631-01-01 ;1708-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q3340655;Nicolas Perelle;France;1631-01-01 ;1695-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q61968125;Claude Macé;France;1631-01-01 ;1670-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q3120718;Gukei;Japon;1631-01-01 ;1705-04-23 ;;1600-1700
http://www.wikidata.org/entity/Q11571483;Kanō Einō;Japon;1631-01-01 ;1697-04-27 ;École Kano;1600-1700
http://www.wikidata.org/entity/Q4893366;Bernard, I Lens;Pays-Bas;1631-01-01 ;1707-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q4893366;Bernard, I Lens;Pays-Bas;1631-01-01 ;1725-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q4802575;Ary de Vois;Pays-Bas;1631-01-01 ;1680-07-01 ;;1600-1700
http://www.wikidata.org/entity/Q51286542;Peter Verbeeck;Pays-Bas;1631-01-01 ;1697-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q7036165;Nikolaus van Hoy;Pays-Bas des Habsbourg;1631-01-01 ;1679-06-25 ;;1600-1700
http://www.wikidata.org/entity/Q21544364;Dominicus Claessens;Pays-Bas des Habsbourg;1631-01-01 ;1690-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q11879;Adriaen van der Kabel;Provinces-Unies;1631-01-01 ;1705-01-15 ;;1600-1700
http://www.wikidata.org/entity/Q421775;Cornelis Bega;Provinces-Unies;1631-01-01 ;1664-08-27 ;baroque;1600-1700
http://www.wikidata.org/entity/Q538840;Abraham Hondius;Provinces-Unies;1631-01-01 ;1691-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q696967;Arnoldus van Anthonissen;Provinces-Unies;1631-01-01 ;1703-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q572610;Anthonie van Borssom;Provinces-Unies;1631-01-01 ;1677-03-19 ;baroque;1600-1700
http://www.wikidata.org/entity/Q986234;Anthonie Leemans;Provinces-Unies;1631-01-01 ;1673-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q1519218;Gesina ter Borch;Provinces-Unies;1631-01-01 ;1690-04-16 ;;1600-1700
http://www.wikidata.org/entity/Q2462870;Jeronymus van Diest II;Provinces-Unies;1631-01-01 ;1677-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q2469014;Jan Vonck;Provinces-Unies;1631-01-01 ;1664-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q2557532;Roelof van Vries;Provinces-Unies;1631-01-01 ;1681-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q15902634;Jiang Yi;dynastie Qing;1631-01-01 ;1687-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q107643563;Antonio Annibale Nasini;grand-duché de Toscane;1631-01-01 ;1668-08-05 ;;1600-1700
http://www.wikidata.org/entity/Q2354154;Esaias Boursse;Provinces-Unies;1631-03-03 ;1672-11-16 ;;1600-1700
http://www.wikidata.org/entity/Q1133621;Cornelis de Heem;Pays-Bas méridionaux;1631-04-08 ;1695-05-17 ;;1600-1700
http://www.wikidata.org/entity/Q3164570;Jean-Bernard Chalette;France;1631-05-06 ;1684-11-29 ;;1600-1700
http://www.wikidata.org/entity/Q320671;Johann Philipp Lemke;Allemagne;1631-05-19 ;1711-04-13 ;;1600-1700
http://www.wikidata.org/entity/Q2693931;Christoffel Pierson;Provinces-Unies;1631-05-19 ;1714-08-11 ;baroque;1600-1700
http://www.wikidata.org/entity/Q320671;Johann Philipp Lemke;Suède;1631-05-19 ;1711-04-13 ;;1600-1700
http://www.wikidata.org/entity/Q106510650;Jacques Lefebvre;France;1631-05-31 ;1678-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q28049216;Alessandro Mattia;Italie;1631-09-13 ;1679-01-01 ;;1600-1700
http://www.wikidata.org/entity/Q471147;Johann Heinrich Roos;Allemagne;1631-09-29 ;1685-10-03 ;baroque;1600-1700
